Row Type,CTID,CTDL Type,CTDL Type Label,Name,Description,Life Cycle Status Type,Address,Finder ID,Identifier,In Language(s),Last Updated,Owned By/Offered By,Published By,Time Estimate(s),Occupation Code(s),Instructional Program Code(s),Delivery Type(s),Subject Webpage,Keywords,Financial Assistance,Requirements Description(s),Finder Detail Page,Registry URI,Required Credit,Estimated Cost(s),Estimated Cost Details
Resource,,ceterms:Course,Course,Scheduling and Mobilization [reference],,Active,,267634,,,"Aug 17, 2024 1:22 AM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/267634,,,,
Resource,,ceterms:Course,Course,Communication for Public Administration [reference],,Active,,257516,,,"Aug 16, 2024 10:25 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257516,,,,
Resource,,ceterms:Course,Course,Global Environments of Business [reference],,Active,,260969,,,"Aug 16, 2024 10:12 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260969,,,,
Resource,,ceterms:Course,Course,Leadership and Decision Making [reference],,Active,,257346,,,"Aug 16, 2024 10:11 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/257346,,,,
Resource,,ceterms:Course,Course,Advanced Theories for Learning [reference],,Active,,260076,,,"Aug 16, 2024 10:07 PM",Texas A & M International University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/260076,,,,
Resource,,ceterms:Course,Course,Building Information Modeling [reference],,Active,,267103,,,"Aug 16, 2024 9:52 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/267103,,,,
Resource,,ceterms:Course,Course,Construction Delivery Systems [reference],,Active,,266836,,,"Aug 16, 2024 8:22 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/266836,,,,
Resource,,ceterms:Course,Course,Construction Project Controls [reference],,Active,,266834,,,"Aug 16, 2024 8:22 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/266834,,,,
Resource,,ceterms:Course,Course,Managing Construction Operations [reference],,Active,,266672,,,"Aug 16, 2024 7:30 PM",Prairie View A and M University,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/266672,,,,
Resource,,ceterms:Course,Course,Inst Video Development [reference],,Active,,266621,,,"Aug 16, 2024 7:10 PM",Texas A and M University-Texarkana,,,,,,,,,,https://credentialfinder.org/LearningOpportunity/266621,,,,
Resource,ce-9c72f506-b901-40f1-b876-e8198d5abd62,ceterms:LearningOpportunityProfile,Learning Opportunity,Medical Office Manager (CPPM),Medical Office Management Administration CPPM Certification Program,Active,,15903,,English,"Jun 29, 2023 4:22 PM",Texas A&M University-Commerce,Tri-Agency Workforce Initiative,52 weeks,Medical Secretaries (43-6013.00),Medical Office Management/Administration (51.0705),Online Only,https://careertraining.ed2go.com/tamuc/training-programs/medical-office-administration,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15903,https://credentialengineregistry.org/resources/ce-9c72f506-b901-40f1-b876-e8198d5abd62,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-office-administration | US Dollar,Cost #1 | Tuition | 3995
Addendum,ce-9c72f506-b901-40f1-b876-e8198d5abd62,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-office-administration | US Dollar,Cost #1 | Learning Resource
Addendum,ce-9c72f506-b901-40f1-b876-e8198d5abd62,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-office-administration | US Dollar,Cost #1 | Optional Charges
Resource,ce-2a4f4351-be32-465d-abf5-fd456196fe1a,ceterms:LearningOpportunityProfile,Learning Opportunity,Medical Billing and Coding,Medical Insurance Coding Certification Program,Active,,15900,,English,"Jun 29, 2023 4:22 PM",Texas A&M University-Commerce,Tri-Agency Workforce Initiative,52 weeks,Medical Records and Health Information Technicians (29-2071.00),Health Information/Medical Records Technology/Technician (51.0707),Online Only,https://careertraining.ed2go.com/tamuc/training-programs/medical-coding-billing-course-plus-medical-terminology,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15900,https://credentialengineregistry.org/resources/ce-2a4f4351-be32-465d-abf5-fd456196fe1a,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-coding-billing-course-plus-medical-terminology | US Dollar,Cost #1 | Tuition | 2995
Addendum,ce-2a4f4351-be32-465d-abf5-fd456196fe1a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-coding-billing-course-plus-medical-terminology | US Dollar,Cost #1 | Learning Resource
Addendum,ce-2a4f4351-be32-465d-abf5-fd456196fe1a,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-coding-billing-course-plus-medical-terminology | US Dollar,Cost #1 | Optional Charges
Resource,ce-7bf0581b-78c1-4b18-a39b-272c2a3ec717,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Physician Practice Manager,Medical Office Management Certification Program,Active,,15953,,English,"Jun 29, 2023 4:19 PM",Texas A&M University-Commerce,Tri-Agency Workforce Initiative,52 weeks,Medical Secretaries (43-6013.00),Machine Tool Technology/Machinist (48.0501),Online Only,https://careertraining.ed2go.com/tamuc/training-programs/medical-administrative-assistant-certification,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15953,https://credentialengineregistry.org/resources/ce-7bf0581b-78c1-4b18-a39b-272c2a3ec717,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-administrative-assistant-certification | US Dollar,Cost #1 | Tuition | 3995
Addendum,ce-7bf0581b-78c1-4b18-a39b-272c2a3ec717,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-administrative-assistant-certification | US Dollar,Cost #1 | Learning Resource
Addendum,ce-7bf0581b-78c1-4b18-a39b-272c2a3ec717,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/medical-administrative-assistant-certification | US Dollar,Cost #1 | Optional Charges
Resource,ce-d30223ca-4d25-4e0c-adc5-17dfe74ab7ea,ceterms:LearningOpportunityProfile,Learning Opportunity,Certified Dental Assistant (CDA),Dental Assistant Certification Program,Active,,15952,,English,"Jun 29, 2023 4:17 PM",Texas A&M University-Commerce,Tri-Agency Workforce Initiative,39 weeks,Dental Assistants (31-9091.00),Language Interpretation and Translation (16.0103),Blended Delivery,https://careertraining.ed2go.com/tamuc/training-programs/clinical-dental-assistant,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15952,https://credentialengineregistry.org/resources/ce-d30223ca-4d25-4e0c-adc5-17dfe74ab7ea,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/clinical-dental-assistant | US Dollar,Cost #1 | Tuition | 1995
Addendum,ce-d30223ca-4d25-4e0c-adc5-17dfe74ab7ea,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/clinical-dental-assistant | US Dollar,Cost #1 | Learning Resource
Addendum,ce-d30223ca-4d25-4e0c-adc5-17dfe74ab7ea,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/clinical-dental-assistant | US Dollar,Cost #1 | Optional Charges
Resource,ce-7e497a1f-559d-4db5-995b-d414012988e9,ceterms:LearningOpportunityProfile,Learning Opportunity,CEHRS and CCMA certifications,Clinical Medical Assistant Certification Program,Active,,15947,,English,"Jun 29, 2023 4:15 PM",Texas A&M University-Commerce,Tri-Agency Workforce Initiative,52 weeks,Medical Assistants (31-9092.00),Building/Home/Construction Inspection/Inspector (46.0403),Online Only,https://careertraining.ed2go.com/tamuc/training-programs/certified-medical-administrative-assistant,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15947,https://credentialengineregistry.org/resources/ce-7e497a1f-559d-4db5-995b-d414012988e9,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Tuition | 3995
Addendum,ce-7e497a1f-559d-4db5-995b-d414012988e9,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Learning Resource
Addendum,ce-7e497a1f-559d-4db5-995b-d414012988e9,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://careertraining.ed2go.com/tamuc/training-programs/certified-medical-administrative-assistant | US Dollar,Cost #1 | Optional Charges
Resource,ce-3cf0a05b-a617-4ba1-8e08-369be395405e,ceterms:LearningOpportunityProfile,Learning Opportunity,Teacher Certification - Spanish,Degree Program in Spanish with Teacher Certification,Active,,15877,,English,"Jun 21, 2023 1:10 PM",Texas A&M University-San Antonio,Tri-Agency Workforce Initiative,128 weeks,"Elementary School Teachers, Except Special Education (25-2021.00)","Teacher Education, Multiple Levels (13.1206)",Blended Delivery,https://catalog.tamusa.edu/undergraduate/arts-sciences/language-literature-arts/spanish-teacher-certification-ba,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15877,https://credentialengineregistry.org/resources/ce-3cf0a05b-a617-4ba1-8e08-369be395405e,950 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences/language-literature-arts/spanish-teacher-certification-ba | US Dollar,Cost #1 | Tuition | 36374
Addendum,ce-3cf0a05b-a617-4ba1-8e08-369be395405e,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences/language-literature-arts/spanish-teacher-certification-ba | US Dollar,Cost #1 | Learning Resource | 1200
Addendum,ce-3cf0a05b-a617-4ba1-8e08-369be395405e,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://catalog.tamusa.edu/undergraduate/arts-sciences/language-literature-arts/spanish-teacher-certification-ba | US Dollar,Cost #1 | Optional Charges
Resource,ce-a4c9bfef-92d9-4ad2-a7c7-7f029917341c,ceterms:LearningOpportunityProfile,Learning Opportunity,Professional Bookkeeping with QuickBooks,"Learn baseline accounting principles, bookkeeping and overall record keeping relative to successful business accounting.  Students will learn to keep accurate books as well as understand how to keep financial records.",Active,,15578,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,26 weeks,"Bookkeeping, Accounting, and Auditing Clerks (43-3031.00)",Accounting Technology/Technician and Bookkeeping (52.0302),Online Only,https://wtamu.edu2.com/product/4962/professional-bookkeeper-w-quickbooks,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15578,https://credentialengineregistry.org/resources/ce-a4c9bfef-92d9-4ad2-a7c7-7f029917341c,120 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4962/professional-bookkeeper-w-quickbooks | US Dollar,Cost #1 | Tuition | 3799
Addendum,ce-a4c9bfef-92d9-4ad2-a7c7-7f029917341c,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4962/professional-bookkeeper-w-quickbooks | US Dollar,Cost #1 | Learning Resource
Addendum,ce-a4c9bfef-92d9-4ad2-a7c7-7f029917341c,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://wtamu.edu2.com/product/4962/professional-bookkeeper-w-quickbooks | US Dollar,Cost #1 | Optional Charges
Resource,ce-483d865c-cd7b-4218-8408-cc4798cf297f,ceterms:LearningOpportunityProfile,Learning Opportunity,Phlebotomy Technician with Externship,Upon successful completion  learners are prepared to take the Certified Phlebotomy Technician (CPT) industry certification exam offered through the National Healthcareer Association (NHA),Active,,15575,,English,"Jun 12, 2023 6:24 PM",West Texas A&M University,Tri-Agency Workforce Initiative,13 weeks,Medical Assistants (31-9092.00),Phlebotomy Technician/Phlebotomist (51.1009),Online Only,https://www.careerstep.com/lp/partner/ap/phlebotomy-technician/wtamu,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15575,https://credentialengineregistry.org/resources/ce-483d865c-cd7b-4218-8408-cc4798cf297f,365 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/phlebotomy-technician/wtamu | US Dollar,Cost #1 | Tuition | 1899
Addendum,ce-483d865c-cd7b-4218-8408-cc4798cf297f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/phlebotomy-technician/wtamu | US Dollar,Cost #1 | Learning Resource
Addendum,ce-483d865c-cd7b-4218-8408-cc4798cf297f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/phlebotomy-technician/wtamu | US Dollar,Cost #1 | Optional Charges
Resource,ce-752f5516-ffc3-4eab-a70b-612321f8fd0f,ceterms:LearningOpportunityProfile,Learning Opportunity,Medical Assistant with Externship,Upon successful completion  you will be prepared to take the Certified Clinical Medical Assistant (CCMA) certification exam offered through the National Healthcareer Association (NHA).,Active,,15573,,English,"Jun 12, 2023 6:23 PM",West Texas A&M University,Tri-Agency Workforce Initiative,52 weeks,Medical Assistants (31-9092.00),Clinical/Medical Laboratory Assistant (51.0802),Online Only,https://www.careerstep.com/lp/partner/ap/medical-assistant/wtamu,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15573,https://credentialengineregistry.org/resources/ce-752f5516-ffc3-4eab-a70b-612321f8fd0f,492 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-assistant/wtamu | US Dollar,Cost #1 | Tuition | 3799
Addendum,ce-752f5516-ffc3-4eab-a70b-612321f8fd0f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-assistant/wtamu | US Dollar,Cost #1 | Learning Resource
Addendum,ce-752f5516-ffc3-4eab-a70b-612321f8fd0f,,,,,,,,,,,,,,,,,,,,,,,,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.careerstep.com/lp/partner/ap/medical-assistant/wtamu | US Dollar,Cost #1 | Optional Charges
Resource,ce-f9ef3859-db24-4c83-8d88-a396aee58389,ceterms:LearningOpportunityProfile,Learning Opportunity,Legal Investigation Certificate Course,"Upon completion of this course, studnets will be qualified to assist attourneys, paralegals, insurance companies and priviate businessesas well as state and federal government agenciesin the process of civial and criminal investigation.",Active,,15571,,English,"Jun 12, 2023 6:23 PM",West Texas A&M University,Tri-Agency Workforce Initiative,7 weeks,Paralegals and Legal Assistants (23-2011.00),LEGAL PROFESSIONS AND STUDIES (22),Online Only,https://www.legalstudies.com/product/west-texas-am-university-legal-investigation-certificate-course,,,High School Diploma or Equivalent,https://credentialfinder.org/LearningOpportunity/15571,https://credentialengineregistry.org/resources/ce-f9ef3859-db24-4c83-8d88-a396aee58389,44 Credit(s) | Contact Hour,Cost #1 | Cost Profile | The cost for this program includes the following | https://www.legalstudies.com/product/west-texas-am-university-legal-investigation-certificate-course | US Dollar,Cost #1 | Tuition | 995
